numero_item,descricao,tipo,marca,modelo,quantidade,unidade,valor_unitario,valor_total,fornecedor,cnpj_fornecedor,especificacoes,observacoes,raw_descricao,arquivo_origem
1,"SWITCH 16 PORTAS 10/100/1000, PADROES E PROTOCOLOS IEEE 802.3I, IEEE 802.3U, IEEE 802.3AB, IEEE 802.3X ...",produto,TENDA,TEG1016D,18.0,UNIDADE,379.7,6834.6,ICONDATA EQUIPAMENTO DE INFORMATICA,61.430.508/0001-14,[],,"SWITCH 16 PORTAS 10/100/1000, PADROES E PROTOCOLOS IEEE 802.3I, IEEE 802.3U, IEEE 802.3AB, IEEE 802.3X ...",Ata#1000 - BLL_llm.json
2,"SWITCH 24 PORTAS 10/100/1000, PADROES E PROTOCOLOS IEEE 802.3I, IEEE 802.3U, IEEE 802.3X,",produto,TENDA,TEG1024D,18.0,UNIDADE,458.3,8249.4,ICONDATA EQUIPAMENTO DE INFORMATICA,61.430.508/0001-14,[],,"SWITCH 24 PORTAS 10/100/1000, PADROES E PROTOCOLOS IEEE 802.3I, IEEE 802.3U, IEEE 802.3X,",Ata#1000 - BLL_llm.json
3,"SWITCH 8 PORTAS 10/100/1000, 8 PORTAS RJ45 DE AUTONEGOCIACAO 10/100/1000MBPS SUPORTA (AUTO MDI/MDIX), CONTROLE DE FLUXO IEEE 802.3, CONF. ORCAMENTO..",produto,KNUP,KP-SW106,30.0,UNIDADE,117.2,3516.0,ICONDATA EQUIPAMENTO DE INFORMATICA,61.430.508/0001-14,[],,"SWITCH 8 PORTAS 10/100/1000, 8 PORTAS RJ45 DE AUTONEGOCIACAO 10/100/1000MBPS SUPORTA (AUTO MDI/MDIX), CONTROLE DE FLUXO IEEE 802.3, CONF. ORCAMENTO..",Ata#1000 - BLL_llm.json
1,IMPRESSORA LASER PANTUM P2500W,produto,PANTUM,P2500W,5.0,UNIDADE,981.7,4908.5,MUNICIPIO DE ALTO PIQUIRI ALTO PIQUIRI-PR,,[],,IMPRESSORA LASER PANTUM P2500W,Ata#1000 - BLL_llm.json
3,IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA BM5100,produto,PANTUM,BM5100,5.0,UNIDADE,2385.88,11929.4,MUNICIPIO DE ALTO PIQUIRI ALTO PIQUIRI-PR,,[],,IMPRESSORA MULTIFUNCIONAL LASER MONOCROMATICA BM5100,Ata#1000 - BLL_llm.json
4,"IMPRESSORA MULTIFUNCIONAL TINTA COLORIDA, MULTIFUNCIONAL 3 EM 1, IMPRIME, COPIA E DIGITALIZA / WI-FI DIRECT, CONF. ORCAMENTO...",produto,EPSON,L 3250,5.0,UNIDADE,1520.7,7603.5,MUNICIPIO DE ALTO PIQUIRI ALTO PIQUIRI-PR,,[],,"IMPRESSORA MULTIFUNCIONAL TINTA COLORIDA, MULTIFUNCIONAL 3 EM 1, IMPRIME, COPIA E DIGITALIZA / WI-FI DIRECT, CONF. ORCAMENTO...",Ata#1000 - BLL_llm.json
5,"IMPRESSORA MULTIFUNCIONAL LASER MONO, COM WIFI, DUPLE X AUTOMATICO, MIN 30PPM, TONER T425U - MODELO REFERENCIA PANTUM 7105DW",produto,PANTUM,M7105,5.0,UNIDADE,1646.4,8232.0,MUNICIPIO DE ALTO PIQUIRI ALTO PIQUIRI-PR,,[],,"IMPRESSORA MULTIFUNCIONAL LASER MONO, COM WIFI, DUPLE X AUTOMATICO, MIN 30PPM, TONER T425U - MODELO REFERENCIA PANTUM 7105DW",Ata#1000 - BLL_llm.json
1,ACIDO FOLICO,produto,exames,laboratorio,180.0,UN,7.02,1263.6,,,[],,"Item: 1\nUnidade: UN\nDescrição: ACIDO FOLICO\nQuantidade: 180\nVal. Ref.: 11,98\nValor Unit.: 7,02\nTotal Item: 1.263,60",Ata#1009 - BLL_llm.json
2,ACIDO URICO,produto,exames,laboratorio,370.0,UN,1.05,388.5,,,[],,"Item: 2\nUnidade: UN\nDescrição: ACIDO URICO\nQuantidade: 370\nVal. Ref.: 1,80\nValor Unit.: 1,05\nTotal Item: 388,50",Ata#1009 - BLL_llm.json
3,ACIDO URICO URINARIO,produto,exames,laboratorio,30.0,UN,0.91,27.3,,,[],,"Item: 3\nUnidade: UN\nDescrição: ACIDO URICO URINARIO\nQuantidade: 30\nVal. Ref.: 1,56\nValor Unit.: 0,91\nTotal Item: 27,30",Ata#1009 - BLL_llm.json
4,ACIDO VANIL MANDELICO.,produto,exames,laboratorio,20.0,UN,143.81,2876.2,,,[],,"Item: 4\nUnidade: UN\nDescrição: ACIDO VANIL MANDELICO.\nQuantidade: 20\nVal. Ref.: 245,38\nValor Unit.: 143,81\nTotal Item: 2.876,20",Ata#1009 - BLL_llm.json
5,ALBUMINA,produto,exames,laboratorio,20.0,UN,1.07,21.4,,,[],,"Item: 5\nUnidade: UN\nDescrição: ALBUMINA\nQuantidade: 20\nVal. Ref.: 1,82\nValor Unit.: 1,07\nTotal Item: 21,40",Ata#1009 - BLL_llm.json
6,ALDOSTERONA.,produto,exames,laboratorio,10.0,UN,5.76,57.6,,,[],,"Item: 6\nUnidade: UN\nDescrição: ALDOSTERONA.\nQuantidade: 10\nVal. Ref.: 9,82\nValor Unit.: 5,76\nTotal Item: 57,60",Ata#1009 - BLL_llm.json
7,ALFA FETO,produto,exames,laboratorio,15.0,UN,5.76,86.4,,,[],,"Item: 7\nUnidade: UN\nDescrição: ALFA FETO\nQuantidade: 15\nVal. Ref.: 9,83\nValor Unit.: 5,76\nTotal Item: 86,40",Ata#1009 - BLL_llm.json
8,ALFA,produto,exames,laboratorio,12.0,UN,10.36,124.32,,,[],,"Item: 8\nUnidade: UN\nDescrição: ALFA\nQuantidade: 12\nVal. Ref.: 17,68\nValor Unit.: 10,36\nTotal Item: 124,32",Ata#1009 - BLL_llm.json
9,ALFA1 ANTITRIPSINA,produto,exames,laboratorio,12.0,UN,4.26,51.12,,,[],,"Item: 9\nUnidade: UN\nDescrição: ALFA1 ANTITRIPSINA\nQuantidade: 12\nVal. Ref.: 7,27\nValor Unit.: 4,26\nTotal Item: 51,12",Ata#1009 - BLL_llm.json
11,ALFA1 GLICOPROTEINA,produto,exames,laboratorio,12.0,UN,2.77,33.24,,,[],,"Item: 11\nUnidade: UN\nDescrição: ALFA1 GLICOPROTEINA\nQuantidade: 12\nVal. Ref.: 4,72\nValor Unit.: 2,77\nTotal Item: 33,24",Ata#1009 - BLL_llm.json
12,ANATOMO PATOLOGICO,produto,exames,laboratorio,100.0,UN,23.66,2366.0,,,[],,"Item: 12\nUnidade: UN\nMarca: exames\nModelo: laboratorio\nDescrição: ANATOMO PATOLOGICO\nQuantidade: 100\nValor Unit.: 23,66\nTotal Item: 2.366,00",Ata#1009 - BLL_llm.json
23,ANTIESTREPTOLISINA O,produto,exames,laboratorio,25.0,UN,1.77,44.25,,,[],,"Unidade: UN Marca: exames Descrição: ANTIESTREPTOLISINA O Quantidade: 25 Val. Ref.: 3,02 Total Item: 44,25",Ata#1009 - BLL_llm.json
24,ANTÍGENO CARCINOEMBRIÔGENICO,produto,exames,laboratorio,10.0,UN,5.25,52.5,,,[],,"Unidade: UN Marca: exames Descrição: ANTÍGENO CARCINOEMBRIÔGENICO Quantidade: 10 Val. Ref.: 8,96 Valor Unit.: 5,25 Total Item: 52,50",Ata#1009 - BLL_llm.json
25,ANTI RECEPTOR DE TSH,produto,exames,laboratorio,,UN,,307.8,,,[],,Unidade: UN Marca: exames Descrição: ANTI RECEPTOR DE TSH Modelo: laboratorio,Ata#1009 - BLL_llm.json
26,BACTERIOSCOPIA (GRAM),produto,,laboratorio,10.0,UN,7.54,75.4,,,[],,Descrição: BACTERIOSCOPIA (GRAM),Ata#1009 - BLL_llm.json
27,BETA LACTOGLOBULINA,produto,,laboratorio,10.0,UN,11.0,110.0,,,[],,Descrição: BETA LACTOGLOBULINA,Ata#1009 - BLL_llm.json
28,BILIRRUBINA TOTAL E FRACOES,produto,,laboratorio,60.0,UN,1.09,65.4,,,[],,Descrição: BILIRRUBINA TOTAL E FRACOES Quantidade: 60,Ata#1009 - BLL_llm.json
29,BLOMIA TROPICALIS,produto,,laboratorio,10.0,UN,8.56,85.6,,,[],,Descrição: BLOMIA TROPICALIS,Ata#1009 - BLL_llm.json
30,CA-125 (MARCADOR TUMORAL DE OVÁRIO),produto,,laboratorio,25.0,UN,5.75,143.75,,,[],,Descrição: CA-125 (MARCADOR TUMORAL DE OVÁRIO),Ata#1009 - BLL_llm.json
31,CA15-3 (MARCADOR TUMORAL CA 15-3),produto,,laboratorio,25.0,UN,14.25,356.25,,,[],,Descrição: CA15-3 (MARCADOR TUMORAL CA 15-3),Ata#1009 - BLL_llm.json
32,CALCIO,produto,,laboratorio,200.0,UN,1.01,202.0,,,[],,Descrição: CALCIO,Ata#1009 - BLL_llm.json
33,CALCIO IONIZADO,produto,,laboratorio,14.0,UN,1.92,26.88,,,[],,Descrição: CALCIO IONIZADO,Ata#1009 - BLL_llm.json
34,CAPTURA HIBRIDA,produto,,laboratorio,10.0,UN,85.31,853.1,,,[],,Descrição: CAPTURA HIBRIDA,Ata#1009 - BLL_llm.json
35,DENGUE IGG,produto,,,,UN,,,,,[],,Descrição:  DENGUE IGG,Ata#1009 - BLL_llm.json
48,COOMBS INDIRETO,produto,,laboratorio,20.0,UN,7.19,143.8,,,[],,Descrição: COOMBS INDIRETO,Ata#1009 - BLL_llm.json
49,COPROCULTURA,produto,,laboratorio,,UN,,,,,[],,Descrição: COPROCULTURA,Ata#1009 - BLL_llm.json
50,CORTISOL BASAL,produto,exames,laboratorio,12.0,UN,16.34,196.08,,,[],,Descrição: CORTISOL BASAL,Ata#1009 - BLL_llm.json
51,CORTISOL LIVRE URINA 24HRS,produto,exames,laboratorio,5.0,UN,12.1,60.5,,,[],,Descrição: CORTISOL LIVRE URINA 24HRS,Ata#1009 - BLL_llm.json
52,CREATININA,produto,exames,laboratorio,700.0,UN,0.99,693.0,,,[],,Descrição: CREATININA,Ata#1009 - BLL_llm.json
53,CREATINO FOSFOQ. FRACAO MB,produto,exames,laboratorio,80.0,UN,2.14,171.2,,,[],,Descrição: CREATINO FOSFOQ. FRACAO MB,Ata#1009 - BLL_llm.json
54,CREATINOFOSFOQUINASE,produto,exames,laboratorio,80.0,UN,1.86,148.8,,,[],,Descrição: CREATINOFOSFOQUINASE,Ata#1009 - BLL_llm.json
55,CULTURA DE BAAR,produto,exames,laboratorio,36.0,UN,16.46,592.56,,,[],,Descrição: CULTURA DE BAAR,Ata#1009 - BLL_llm.json
56,CULTURA GERAL,produto,exames,laboratorio,36.0,UN,10.67,384.12,,,[],,Descrição: CULTURA GERAL,Ata#1009 - BLL_llm.json
57,CURVA GLICEMICA.,produto,exames,laboratorio,30.0,UN,5.1,153.0,,,[],,Descrição: CURVA GLICEMICA.,Ata#1009 - BLL_llm.json
58,DEHIDROEPIANDROSTERONA.,produto,exames,laboratorio,20.0,UN,25.65,513.0,,,[],,Descrição: DEHIDROEPIANDROSTERONA.,Ata#1009 - BLL_llm.json
60,DENGUE IGM,produto,exames,laboratorio,50.0,UN,11.18,559.0,,,[],,Descrição: DENGUE IGM,Ata#1009 - BLL_llm.json
61,DESIDROGENASE LATICA,produto,exames,laboratorio,90.0,UN,9.65,549.7,,,[],,Descrição: DESIDROGENASE LATICA,Ata#1009 - BLL_llm.json
63,ELETROFORESE DE HEMOGLOBINA,exame,exames,,36.0,UN,9.39,338.04,,,[],,Descrição: ELETROFORESE DE HEMOGLOBINA,Ata#1009 - BLL_llm.json
64,ELETROFORESE DE PROTEINAS,exame,exames,,12.0,UN,2.71,32.52,,,[],,Descrição: ELETROFORESE DE PROTEINAS,Ata#1009 - BLL_llm.json
65,ENDOMISIO IGA,exame,exames,,12.0,UN,25.15,301.8,,,[],,Descrição: ENDOMISIO IGA,Ata#1009 - BLL_llm.json
66,ENDOMISIO IGM,exame,exames,,12.0,UN,26.42,317.04,,,[],,Descrição: ENDOMISIO IGM,Ata#1009 - BLL_llm.json
67,EPSTEIN BARR VIRUS IGM,exame,exames,,12.0,UN,9.47,113.64,,,[],,Descrição: EPSTEIN BARR VIRUS IGM,Ata#1009 - BLL_llm.json
68,EPSTEIN BARR VIRUS IGG,exame,exames,,12.0,UN,8.1,97.2,,,[],,Descrição: EPSTEIN BARR VIRUS IGG,Ata#1009 - BLL_llm.json
69,ESPERMOCULTURA,exame,exames,,12.0,UN,22.03,264.36,,,[],,Descrição: ESPERMOCULTURA,Ata#1009 - BLL_llm.json
70,ESPERMOGRAMA (POS VASECTOMIA),EXAME,exames,laboratorio,12.0,UN,9.45,113.4,,,"['Val. Ref.: 16,13', 'Valor Unit.: 9,45']",,Descrição: ESPERMOGRAMA (POS VASECTOMIA),Ata#1009 - BLL_llm.json
71,ESTRADIOL,EXAME,exames,laboratorio,15.0,UN,4.91,73.65,,,"['Val. Ref.: 8,37', 'Unit.: 4,91']",,Descrição: ESTRADIOL,Ata#1009 - BLL_llm.json
72,ESTREPTOCOCOS BETA HEMOLITICOS PESQ,EXAME,exames,laboratorio,60.0,UN,8.73,523.8,,,"['Val. Ref.: 14,89', 'Valor Unit.: 8,73']",,Descrição: ESTREPTOCOCOS BETA HEMOLITICOS PESQ,Ata#1009 - BLL_llm.json
73,ESTRIOL E3,EXAME,exames,laboratorio,10.0,UN,6.87,68.7,,,"['Val. Ref.: 11,72', 'Valor Unit.: 6,87']",,Descrição: ESTRIOL E3,Ata#1009 - BLL_llm.json
74,ESTRONA,EXAME,exames,laboratorio,10.0,UN,6.62,66.2,,,"['Val. Ref.: 11,29', 'Valor Unit.: 6,62']",,Descrição: ESTRONA,Ata#1009 - BLL_llm.json
75,EXAME TOXICOLÓGICO,EXAME,exames,laboratorio,15.0,UN,77.17,1157.55,,,"['Val. Ref.: 131,67', 'Valor Unit.: 77,17']",,Descrição: EXAME TOXICOLÓGICO,Ata#1009 - BLL_llm.json
76,FATOR ANTI NUCLEO,EXAME,exames,laboratorio,12.0,UN,9.05,108.6,,,"['Val. Ref.: 15,45', 'Valor Unit.: 9,05']",,Descrição: FATOR ANTI NUCLEO,Ata#1009 - BLL_llm.json
77,FATOR REUMATOIDE - LATEX,EXAME,exames,laboratorio,12.0,UN,2.54,30.48,,,"['Val. Ref.: 4,34', 'Valor Unit.: 2,54']",,Descrição: FATOR REUMATOIDE - LATEX,Ata#1009 - BLL_llm.json
79,FERRITINA,EXAME,exames,laboratorio,300.0,UN,6.23,1869.0,,,"['Val. Ref.: 10,63', 'Valor Unit.: 6,23']",,Descrição: FERRITINA,Ata#1009 - BLL_llm.json
80,FERRO (EXAME),serviço,exames,laboratorio,300.0,UN,2.02,606.0,,,[],,FERRO (EXAME),Ata#1009 - BLL_llm.json
81,FIBRINOGENIO.,serviço,exames,laboratorio,10.0,UN,9.38,93.8,,,[],,FIBRINOGENIO.,Ata#1009 - BLL_llm.json
82,FOSFATASE ALCALINA.,serviço,exames,laboratorio,100.0,UN,1.41,141.0,,,[],,FOSFATASE ALCALINA.,Ata#1009 - BLL_llm.json
83,FÓSFORO,serviço,exames,laboratorio,24.0,UN,1.31,31.44,,,[],,FÓSFORO,Ata#1009 - BLL_llm.json
85,FTA ABS IGG,serviço,exames,laboratorio,10.0,UN,5.17,51.7,,,[],,FTA ABS IGG,Ata#1009 - BLL_llm.json
86,FTA ABS IGM,serviço,exames,laboratorio,10.0,UN,4.94,49.4,,,[],,FTA ABS IGM,Ata#1009 - BLL_llm.json
87,GAMA GLUTAMIL TRASNFERASE,serviço,exames,laboratorio,85.0,UN,2.19,186.15,,,[],,GAMA GLUTAMIL TRASNFERASE,Ata#1009 - BLL_llm.json
88,GASOMETRIA,serviço,exames,laboratorio,12.0,UN,19.98,239.76,,,[],,GASOMETRIA,Ata#1009 - BLL_llm.json
89,GLIADINA IGA,serviço,exames,laboratorio,24.0,UN,13.16,315.84,,,[],,GLIADINA IGA,Ata#1009 - BLL_llm.json
90,GLIADINA IGM,serviço,exames,laboratorio,24.0,UN,26.26,630.24,,,[],,GLIADINA IGM,Ata#1009 - BLL_llm.json
91,GLIADINA IGG,produto,exames,laboratorio,24.0,UN,14.77,354.48,,,[],,Descrição: GLIADINA IGG,Ata#1009 - BLL_llm.json
92,GLICOSE JEJUM,produto,exames,laboratorio,1200.0,UN,1.03,1236.0,,,[],,Descrição: GLICOSE JEJUM,Ata#1009 - BLL_llm.json
93,GLICOSE POS PRANDIAL,produto,exames,laboratorio,10.0,UN,1.1,11.0,,,[],,Descrição: GLICOSE POS PRANDIAL,Ata#1009 - BLL_llm.json
94,GONADOTROFINA CORIÔNICA - BETA,produto,exames,laboratorio,12.0,UN,4.55,54.6,,,[],,Descrição: GONADOTROFINA CORIÔNICA - BETA,Ata#1009 - BLL_llm.json
95,GONADOTROFINA CORIÔNICA QUANTITATIV,produto,exames,laboratorio,12.0,UN,4.55,54.6,,,[],,Descrição: GONADOTROFINA CORIÔNICA QUANTITATIV,Ata#1009 - BLL_llm.json
96,GORDURA FECAL PESQUISA,produto,exames,laboratorio,,UN,,,,,[],,Descrição:  GORDURA FECAL PESQUISA,Ata#1009 - BLL_llm.json
97,GRUPO SANGUINEO,produto,exames,laboratorio,300.0,UN,5.54,1662.0,,,[],,Descrição: GRUPO SANGUINEO,Ata#1009 - BLL_llm.json
98,HDL COLESTEROL,produto,exames,laboratorio,700.0,UN,1.9,1330.0,,,[],,Descrição: HDL COLESTEROL,Ata#1009 - BLL_llm.json
99,HEMOGLOBINA GLICADA,produto,exames,laboratorio,800.0,UN,4.01,3208.0,,,[],,Descrição: HEMOGLOBINA GLICADA,Ata#1009 - BLL_llm.json
100,HEMOGRAMA COMPLETO,produto,exames,laboratorio,1600.0,UN,2.51,4016.0,,,[],,Descrição: HEMOGRAMA COMPLETO,Ata#1009 - BLL_llm.json
101,HEPATITE A - ANTI HVA IGG,produto,exames,laboratorio,10.0,UN,9.78,97.8,,,[],,Descrição: HEPATITE A - ANTI HVA IGG,Ata#1009 - BLL_llm.json
102,HEPATITE A - ANTI HVA IGM,produto,exames,laboratorio,20.0,UN,9.79,195.8,,,[],,Descrição: HEPATITE A - ANTI HVA IGM,Ata#1009 - BLL_llm.json
104,HEPATITE C,exame,exames,laboratorio,100.0,UN,9.85,985.0,,,[],,HEPATITE C,Ata#1009 - BLL_llm.json
106,HOMOCISTEINA NO SANGUE,exame,exames,laboratorio,10.0,UN,11.72,117.2,,,[],,HOMOCISTEINA NO SANGUE,Ata#1009 - BLL_llm.json
107,HORMONIO ADRENO CORTICOTROFICO,exame,exames,laboratorio,10.0,UN,8.39,83.9,,,[],,HORMONIO ADRENO CORTICOTROFICO,Ata#1009 - BLL_llm.json
108,HORMONIO TIREOESTIMULANTE (TSH),exame,exames,laboratorio,1130.0,UN,4.79,5412.7,,,[],,HORMONIO TIREOESTIMULANTE (TSH),Ata#1009 - BLL_llm.json
122,LDL COLESTEROL,exame,exames,laboratorio,900.0,UN,2.48,2232.0,,,[],,LDL COLESTEROL,Ata#1009 - BLL_llm.json
123,LACTATO,exame,exames,laboratorio,12.0,UN,2.27,27.24,,,[],,LACTATO,Ata#1009 - BLL_llm.json
124,LIPASE,exame,exames,laboratorio,12.0,UN,1.85,22.2,,,[],,LIPASE,Ata#1009 - BLL_llm.json
126,LIPIDOGRAMA 12,exame,exames,laboratorio,12.0,UN,12.45,149.4,,,[],,LIPIDOGRAMA 12,Ata#1009 - BLL_llm.json
127,LITIO,exame,exames,laboratorio,12.0,UN,5.07,60.84,,,[],,LITIO,Ata#1009 - BLL_llm.json
128,LKM-1 12,exame,exames,laboratorio,,UN,,,,,[],,LKM-1 12,Ata#1009 - BLL_llm.json
129,MAGNESIO,exame,exames,laboratorio,24.0,UN,1.16,27.84,,,[],,MAGNESIO,Ata#1009 - BLL_llm.json
130,MELATONINA SÉRICA 12,exame,exames,laboratorio,12.0,UN,,,,,[],,MELATONINA SÉRICA 12,Ata#1009 - BLL_llm.json
131,,DIRETO,exames,laboratorio,12.0,UN,102.72,1232.64,,,[],,"Item: 131 | Descrição:                                                                        |                                               |                                                 |                                                                                           | Total Item: 1.232,64 | Quantidade:                                                                       | Val. Ref.: 19,73                              |                                                 | Modelo:                                                                                   | 12                                                                                | DIRETO                                        | Marca: exames                                   | laboratorio                                                                               |",Ata#1009 - BLL_llm.json
132,MICOLOGICO,,exames,laboratorio,12.0,,11.56,138.72,,,[],,"Item: 132 | Descrição: | MICOLOGICO | 11,56",Ata#1009 - BLL_llm.json
134,MICROALBUMINURIA AMOSTRA ISOLADA,,exames,laboratorio,100.0,UN,3.88,388.0,,,[],,"Item: 134 | Unidade: UN | Marca: exames | Modelo: laboratorio | Descrição: MICROALBUMINURIA AMOSTRA ISOLADA | Quantidade: | 100 Val. Ref.: | 6,62 Valor Unit.: | 3,88 | Total Item: 388,00",Ata#1009 - BLL_llm.json
135,MITOCONDRIA - ANTICORPOS,,exames,laboratorio,10.0,UN,8.7,87.0,,,[],,"Item: 135 | Unidade: UN | Marca: exames | Modelo: laboratorio | Descrição: MITOCONDRIA - ANTICORPOS | Quantidade: 10 | Val. Ref.: |  Valor Unit.: 8,70 | Total Item: 87,00",Ata#1009 - BLL_llm.json
136,OXALATO URINARIO 24HRS,,exames,laboratorio,10.0,UN,72.96,729.6,,,[],,"Item: 136 | Unidade: UN | Marca: exames | Modelo: laboratorio | Descrição: OXALATO URINARIO 24HRS | Quantidade: 10 | Val. | Ref.: 124,50 Valor | Unit.: 72,96 | Total Item: 729,60",Ata#1009 - BLL_llm.json
137,PAPANICOLAOU,,exames,laboratorio,100.0,UN,8.36,836.0,,,[],,"Item: 137 | Unidade: UN | Marca: exames | Modelo: laboratorio | Descrição: PAPANICOLAOU | Quantidade: 100 | Val. | Ref.: 14,27 Valor | Unit.: 8,36 | Total Item: 836,00",Ata#1009 - BLL_llm.json
138,PARASITOLOGICO DE FEZES,,exames,laboratorio,400.0,UN,4.71,1884.0,,,[],,"Item: 138 | Unidade: UN | Marca: exames | Modelo: laboratorio | Descrição: PARASITOLOGICO | DE | FEZES | Total Item: 1.884,00",Ata#1009 - BLL_llm.json
139,PARASITOLOGICO DE FEZES 2,,exames,laboratorio,200.0,UN,4.71,942.0,,,[],,"Item: 139 | Unidade: UN | Marca: exames | Modelo: laboratorio | Descrição: PARASITOLOGICO DE FEZES 2 | Quantidade: 200 | Val. Ref.: 8,03 | Valor Unit.: 4,71 | Total Item: 942,00",Ata#1009 - BLL_llm.json
140,PARASITOLOGICO DE FEZES 3,,exames,laboratorio,200.0,UN,4.71,942.0,,,[],,"Item: 140 | Unidade: UN | Marca: exames | Modelo: laboratorio | Descrição: PARASITOLOGICO DE FEZES 3 | Quantidade: 200 | Val. Ref.: 8,03 | Valor Unit.: 4,71 | Total Item: 942,00",Ata#1009 - BLL_llm.json
141,PEPTIDEO NATRIURETICO,,exames,laboratorio,10.0,UN,96.01,960.1,,,[],,"Item: 141 | Unidade: UN | Marca: exames | Modelo: laboratorio | Descrição: PEPTIDEO NATRIURETICO | Quantidade: 10 | Val.: | Ref.: 163,83 Valor | Unit.: 96,01 | Total Item: 960,10",Ata#1009 - BLL_llm.json
142,PESQUISA DE BAAR,,exames,laboratorio,36.0,UN,11.76,423.36,,,[],,"Item: 142 | Unidade: UN | Marca: exames | Modelo: laboratorio | Descrição: PESQUISA DE BAAR | Quantidade: 36 | Val. Ref.: 20,06 | Valor Unit.: 11,76 | Total Item: 423,36",Ata#1009 - BLL_llm.json
143,PESQUISA DE OXIURUS,servico,exames,laboratorio,10.0,UN,17.52,175.2,,,[],,PESQUISA DE OXIURUS,Ata#1009 - BLL_llm.json
144,POTASSIO,servico,exames,laboratorio,800.0,UN,1.1,880.0,,,[],,POTASSIO,Ata#1009 - BLL_llm.json
145,PROGESTERONA,servico,exames,laboratorio,30.0,UN,4.35,130.5,,,[],,PROGESTERONA,Ata#1009 - BLL_llm.json
146,PROLACTINA,servico,exames,laboratorio,30.0,UN,4.67,140.1,,,[],,PROLACTINA,Ata#1009 - BLL_llm.json
147,PROTEINA C REATIVA,servico,exames,laboratorio,12.0,UN,4.41,52.92,,,[],,PROTEINA C REATIVA,Ata#1009 - BLL_llm.json
148,PROTEINA C ULTRASENSIVEL,servico,exames,laboratorio,12.0,UN,2.95,35.4,,,[],,PROTEINA C ULTRASENSIVEL,Ata#1009 - BLL_llm.json
149,PROTEINAS TOTAIS E FRACOES,servico,exames,laboratorio,24.0,UN,2.05,49.2,,,[],,PROTEINAS TOTAIS E FRACOES,Ata#1009 - BLL_llm.json
150,PROTEINURIA DE 24 HORAS,servico,exames,laboratorio,80.0,UN,1.51,120.8,,,[],,PROTEINURIA DE 24 HORAS,Ata#1009 - BLL_llm.json
151,PSA LIVRE,servico,exames,laboratorio,20.0,UN,5.25,105.0,,,[],,PSA LIVRE,Ata#1009 - BLL_llm.json
152,PSA TOTAL,servico,exames,laboratorio,250.0,UN,9.44,2360.0,,,[],,PSA TOTAL,Ata#1009 - BLL_llm.json
153,PSA TOTAL E LIVRE,servico,exames,laboratorio,10.0,UN,10.88,108.8,,,[],,PSA TOTAL E LIVRE,Ata#1009 - BLL_llm.json
155,RAIVA - SOROLOGIA,produto,exames,laboratorio,12.0,UN,9.04,108.48,,,[],,Descrição: RAIVA - SOROLOGIA,Ata#1009 - BLL_llm.json
156,RAST ABELHA,produto,exames,laboratorio,12.0,UN,220.75,2649.0,,,[],,Descrição: RAST ABELHA,Ata#1009 - BLL_llm.json
157,RAST ACARO D.FARINAE,produto,exames,laboratorio,50.0,UN,10.64,532.0,,,[],,Descrição: RAST ACARO D.FARINAE,Ata#1009 - BLL_llm.json
158,RAST ACARO D.PTERONYSSINUS,produto,exames,laboratorio,12.0,UN,10.64,127.68,,,[],,Descrição: RAST ACARO D.PTERONYSSINUS,Ata#1009 - BLL_llm.json
159,RAST ACARUS SIRO,produto,exames,laboratorio,12.0,UN,10.64,127.68,,,[],,Descrição: RAST ACARUS SIRO,Ata#1009 - BLL_llm.json
160,RAST ACAROS MICROCERAS,produto,exames,laboratorio,24.0,UN,10.64,255.36,,,[],,Descrição: RAST ACAROS MICROCERAS,Ata#1009 - BLL_llm.json
161,RAST AMENDOIM,produto,exames,laboratorio,36.0,UN,8.54,385.2,,,[],,Descrição: RAST AMENDOIM,Ata#1009 - BLL_llm.json
164,RAST CACAU,produto,exames,laboratorio,30.0,UN,10.82,324.6,,,[],,Descrição: RAST CACAU,Ata#1009 - BLL_llm.json
165,RAST CASEINA,produto,exames,laboratorio,12.0,UN,8.93,107.16,,,[],,Descrição: RAST CASEINA,Ata#1009 - BLL_llm.json
166,RAST CLARA DE OVO,produto,exames,laboratorio,12.0,UN,37.11,445.32,,,[],,Descrição: RAST CLARA DE OVO,Ata#1009 - BLL_llm.json
167,RAST CORANTE AMARELO,produto,exames,laboratorio,12.0,UN,14.56,174.72,,,[],,Descrição: RAST CORANTE AMARELO,Ata#1009 - BLL_llm.json
169,RAST CORANTE VERMELHO,produto,exames,laboratorio,30.0,UN,12.47,374.1,,,[],,Descrição: RAST CORANTE VERMELHO,Ata#1009 - BLL_llm.json
170,RAST FEIJAO BRANCO,produto,exames,laboratorio,12.0,UN,10.2,122.4,,,[],,Descrição:  RAST FEIJAO BRANCO,Ata#1009 - BLL_llm.json
171,RAST FORMIGA,produto,exames,laboratorio,12.0,UN,8.74,104.88,,,[],,Descrição: RAST FORMIGA,Ata#1009 - BLL_llm.json
172,RAST FUNGOS E LEVEDURAS,produto,exames,laboratorio,50.0,UN,7.79,389.5,,,[],,Descrição: RAST FUNGOS E LEVEDURAS,Ata#1009 - BLL_llm.json
173,RAST FX1 ALIMENTOS,produto,exames,laboratorio,12.0,UN,17.97,215.64,,,[],,Descrição: RAST FX1 ALIMENTOS,Ata#1009 - BLL_llm.json
